2017-10-31-A-activity.csv
Inicio
2017/10/31 11:11:30;Ninguna
2017/10/31 11:12:00;Ninguna
2017/10/31 11:12:30;Ninguna
2017/10/31 11:13:00;Ninguna
2017/10/31 11:13:30;Ninguna
2017/10/31 11:14:00;Ninguna
2017/10/31 11:14:30;Ninguna
2017/10/31 11:15:00;Act24
2017/10/31 11:15:30;Ninguna
2017/10/31 11:16:00;Act18
2017/10/31 11:16:30;Act18
2017/10/31 11:17:00;Ninguna
2017/10/31 11:17:30;Act16
2017/10/31 11:18:00;Act16
2017/10/31 11:18:30;Act02
2017/10/31 11:19:00;Act02
2017/10/31 11:19:30;Act02
2017/10/31 11:20:00;Act02
2017/10/31 11:20:30;Act02
2017/10/31 11:21:00;Act02
2017/10/31 11:21:30;Act05
2017/10/31 11:22:00;Act05
2017/10/31 11:22:30;Act05
2017/10/31 11:23:00;Act05
2017/10/31 11:23:30;Act05
2017/10/31 11:24:00;Act05
2017/10/31 11:24:30;Act05
2017/10/31 11:25:00;Act05
2017/10/31 11:25:30;Ninguna
2017/10/31 11:26:00;Ninguna
2017/10/31 11:26:30;Act17
2017/10/31 11:27:00;Act17
2017/10/31 11:27:30;Act22
2017/10/31 11:28:00;Act22
2017/10/31 11:28:30;Act22
2017/10/31 11:29:00;Act22
2017/10/31 11:29:30;Act13
2017/10/31 11:30:00;Ninguna
2017/10/31 11:30:30;Ninguna
""
""
""
2017-10-31-B-activity.csv
Inicio
2017/10/31 13:08:30;Ninguna
2017/10/31 13:09:00;Ninguna
2017/10/31 13:09:30;Act10
2017/10/31 13:10:00;Ninguna
2017/10/31 13:10:30;Ninguna
2017/10/31 13:11:00;Act03
2017/10/31 13:11:30;Act03
2017/10/31 13:12:00;Act03
2017/10/31 13:12:30;Act03
2017/10/31 13:13:00;Act03
2017/10/31 13:13:30;Act03
2017/10/31 13:14:00;Act03
2017/10/31 13:14:30;Act03
2017/10/31 13:15:00;Act03
2017/10/31 13:15:30;Act03
2017/10/31 13:16:00;Act03
2017/10/31 13:16:30;Act03
2017/10/31 13:17:00;Act03
2017/10/31 13:17:30;Act03
2017/10/31 13:18:00;Act03
2017/10/31 13:18:30;Act03
2017/10/31 13:19:00;Act03
2017/10/31 13:19:30;Ninguna
2017/10/31 13:20:00;Ninguna
2017/10/31 13:20:30;Ninguna
2017/10/31 13:21:00;Ninguna
2017/10/31 13:21:30;Act06
2017/10/31 13:22:00;Act06
2017/10/31 13:22:30;Act06
2017/10/31 13:23:00;Act06
2017/10/31 13:23:30;Act06
2017/10/31 13:24:00;Act06
2017/10/31 13:24:30;Ninguna
2017/10/31 13:25:00;Ninguna
2017/10/31 13:25:30;Ninguna
2017/10/31 13:26:00;Ninguna
2017/10/31 13:26:30;Ninguna
2017/10/31 13:27:00;Ninguna
2017/10/31 13:27:30;Ninguna
2017/10/31 13:28:00;Ninguna
2017/10/31 13:28:30;Ninguna
2017/10/31 13:29:00;Ninguna
2017/10/31 13:29:30;Ninguna
2017/10/31 13:30:00;Ninguna
2017/10/31 13:30:30;Ninguna
2017/10/31 13:31:00;Ninguna
2017/10/31 13:31:30;Ninguna
2017/10/31 13:32:00;Ninguna
2017/10/31 13:32:30;Ninguna
2017/10/31 13:33:00;Ninguna
2017/10/31 13:33:30;Ninguna
2017/10/31 13:34:00;Act12
2017/10/31 13:34:30;Act12
2017/10/31 13:35:00;Act12
2017/10/31 13:35:30;Act12
2017/10/31 13:36:00;Act12
2017/10/31 13:36:30;Act12
2017/10/31 13:37:00;Act12
2017/10/31 13:37:30;Act12
2017/10/31 13:38:00;Act12
2017/10/31 13:38:30;Act12
2017/10/31 13:39:00;Act12
2017/10/31 13:39:30;Act12
2017/10/31 13:40:00;Act12
2017/10/31 13:40:30;Act12
2017/10/31 13:41:00;Act12
2017/10/31 13:41:30;Act12
2017/10/31 13:42:00;Act12
2017/10/31 13:42:30;Act12
2017/10/31 13:43:00;Act12
2017/10/31 13:43:30;Act12
2017/10/31 13:44:00;Act12
2017/10/31 13:44:30;Act12
2017/10/31 13:45:00;Act12
2017/10/31 13:45:30;Ninguna
2017/10/31 13:46:00;Act18
2017/10/31 13:46:30;Act18
2017/10/31 13:47:00;Ninguna
2017/10/31 13:47:30;Ninguna
2017/10/31 13:48:00;Ninguna
2017/10/31 13:48:30;Ninguna
2017/10/31 13:49:00;Ninguna
2017/10/31 13:49:30;Ninguna
2017/10/31 13:50:00;Ninguna
2017/10/31 13:50:30;Ninguna
2017/10/31 13:51:00;Act13
2017/10/31 13:51:30;Act13
2017/10/31 13:52:00;Ninguna
2017/10/31 13:52:30;Ninguna
""
""
""
2017-10-31-C-activity.csv
Inicio
2017/10/31 16:27:30;Ninguna
2017/10/31 16:28:00;Ninguna
2017/10/31 16:28:30;Act10
2017/10/31 16:29:00;Ninguna
2017/10/31 16:29:30;Act04
2017/10/31 16:30:00;Act04
2017/10/31 16:30:30;Act04
2017/10/31 16:31:00;Act04
2017/10/31 16:31:30;Act04
2017/10/31 16:32:00;Act04
2017/10/31 16:32:30;Act04
2017/10/31 16:33:00;Act04
2017/10/31 16:33:30;Act04
2017/10/31 16:34:00;Act04
2017/10/31 16:34:30;Act04
2017/10/31 16:35:00;Act04
2017/10/31 16:35:30;Act04
2017/10/31 16:36:00;Act04
2017/10/31 16:36:30;Act04
2017/10/31 16:37:00;Act04
2017/10/31 16:37:30;Act04
2017/10/31 16:38:00;Act04
2017/10/31 16:38:30;Act04
2017/10/31 16:39:00;Act04
2017/10/31 16:39:30;Act04
2017/10/31 16:40:00;Act04
2017/10/31 16:40:30;Act04
2017/10/31 16:41:00;Act04
2017/10/31 16:41:30;Act04
2017/10/31 16:42:00;Act04
2017/10/31 16:42:30;Act04
2017/10/31 16:43:00;Act04
2017/10/31 16:43:30;Act04
2017/10/31 16:44:00;Act04
2017/10/31 16:44:30;Act04
2017/10/31 16:45:00;Act07
2017/10/31 16:45:30;Act15
2017/10/31 16:46:00;Act15
2017/10/31 16:46:30;Act15
2017/10/31 16:47:00;Ninguna
2017/10/31 16:47:30;Ninguna
2017/10/31 16:48:00;Act17
2017/10/31 16:48:30;Act22
2017/10/31 16:49:00;Act22
2017/10/31 16:49:30;Act22
2017/10/31 16:50:00;Act22
2017/10/31 16:50:30;Act22
2017/10/31 16:51:00;Act22
2017/10/31 16:51:30;Act22
2017/10/31 16:52:00;Act23
2017/10/31 16:52:30;Ninguna
""
""
""
2017-11-02-A-activity.csv
Inicio
2017/11/02 10:04:30;Ninguna
2017/11/02 10:05:00;Act24
2017/11/02 10:05:30;Act24
2017/11/02 10:06:00;Act24
2017/11/02 10:06:30;Act24
2017/11/02 10:07:00;Act24
2017/11/02 10:07:30;Act24
2017/11/02 10:08:00;Act24
2017/11/02 10:08:30;Ninguna
2017/11/02 10:09:00;Act02
2017/11/02 10:09:30;Act02
2017/11/02 10:10:00;Act02
2017/11/02 10:10:30;Act05
2017/11/02 10:11:00;Act05
2017/11/02 10:11:30;Act05
2017/11/02 10:12:00;Act05
2017/11/02 10:12:30;Act05
2017/11/02 10:13:00;Act05
2017/11/02 10:13:30;Act05
2017/11/02 10:14:00;Act05
2017/11/02 10:14:30;Act05
2017/11/02 10:15:00;Act05
2017/11/02 10:15:30;Ninguna
2017/11/02 10:16:00;Ninguna
2017/11/02 10:16:30;Act17
2017/11/02 10:17:00;Act17
2017/11/02 10:17:30;Act22
2017/11/02 10:18:00;Act22
2017/11/02 10:18:30;Act22
2017/11/02 10:19:00;Act22
2017/11/02 10:19:30;Act13
2017/11/02 10:20:00;Act13
2017/11/02 10:20:30;Ninguna
""
""
""
2017-11-02-B-activity.csv
Inicio
2017/11/02 12:03:30;Ninguna
2017/11/02 12:04:00;Ninguna
2017/11/02 12:04:30;Ninguna
2017/11/02 12:05:00;Act10
2017/11/02 12:05:30;Ninguna
2017/11/02 12:06:00;Act03
2017/11/02 12:06:30;Act03
2017/11/02 12:07:00;Act03
2017/11/02 12:07:30;Act03
2017/11/02 12:08:00;Act03
2017/11/02 12:08:30;Act03
2017/11/02 12:09:00;Ninguna
2017/11/02 12:09:30;Act06
2017/11/02 12:10:00;Act06
2017/11/02 12:10:30;Act06
2017/11/02 12:11:00;Act06
2017/11/02 12:11:30;Act06
2017/11/02 12:12:00;Act06
2017/11/02 12:12:30;Act06
2017/11/02 12:13:00;Act06
2017/11/02 12:13:30;Act06
2017/11/02 12:14:00;Act06
2017/11/02 12:14:30;Act06
2017/11/02 12:15:00;Act06
2017/11/02 12:15:30;Act06
2017/11/02 12:16:00;Act06
2017/11/02 12:16:30;Act06
2017/11/02 12:17:00;Ninguna
2017/11/02 12:17:30;Ninguna
2017/11/02 12:18:00;Act17
2017/11/02 12:18:30;Ninguna
2017/11/02 12:19:00;Ninguna
2017/11/02 12:19:30;Ninguna
2017/11/02 12:20:00;Ninguna
2017/11/02 12:20:30;Ninguna
2017/11/02 12:21:00;Ninguna
2017/11/02 12:21:30;Act14
2017/11/02 12:22:00;Act14
2017/11/02 12:22:30;Ninguna
2017/11/02 12:23:00;Ninguna
2017/11/02 12:23:30;Ninguna
2017/11/02 12:24:00;Ninguna
2017/11/02 12:24:30;Ninguna
2017/11/02 12:25:00;Act09
2017/11/02 12:25:30;Act18
2017/11/02 12:26:00;Ninguna
2017/11/02 12:26:30;Ninguna
2017/11/02 12:27:00;Act20
2017/11/02 12:27:30;Act20
2017/11/02 12:28:00;Act08
2017/11/02 12:28:30;Ninguna
2017/11/02 12:29:00;Ninguna
2017/11/02 12:29:30;Ninguna
2017/11/02 12:30:00;Act15
2017/11/02 12:30:30;Ninguna
""
""
""
2017-11-02-C-activity.csv
Inicio
2017/11/02 15:48:30;Ninguna
2017/11/02 15:49:00;Ninguna
2017/11/02 15:49:30;Ninguna
2017/11/02 15:50:00;Act10
2017/11/02 15:50:30;Ninguna
2017/11/02 15:51:00;Act04
2017/11/02 15:51:30;Act04
2017/11/02 15:52:00;Act04
2017/11/02 15:52:30;Act04
2017/11/02 15:53:00;Act04
2017/11/02 15:53:30;Act04
2017/11/02 15:54:00;Act04
2017/11/02 15:54:30;Act04
2017/11/02 15:55:00;Act04
2017/11/02 15:55:30;Act04
2017/11/02 15:56:00;Act04
2017/11/02 15:56:30;Act04
2017/11/02 15:57:00;Act04
2017/11/02 15:57:30;Act04
2017/11/02 15:58:00;Act04
2017/11/02 15:58:30;Act04
2017/11/02 15:59:00;Act04
2017/11/02 15:59:30;Act04
2017/11/02 16:00:00;Act04
2017/11/02 16:00:30;Act04
2017/11/02 16:01:00;Act04
2017/11/02 16:01:30;Act04
2017/11/02 16:02:00;Act04
2017/11/02 16:02:30;Act07
2017/11/02 16:03:00;Act15
2017/11/02 16:03:30;Act15
2017/11/02 16:04:00;Act15
2017/11/02 16:04:30;Act15
2017/11/02 16:05:00;Ninguna
2017/11/02 16:05:30;Ninguna
2017/11/02 16:06:00;Act17
2017/11/02 16:06:30;Act17
2017/11/02 16:07:00;Act22
2017/11/02 16:07:30;Act22
2017/11/02 16:08:00;Ninguna
2017/11/02 16:08:30;Ninguna
2017/11/02 16:09:00;Ninguna
2017/11/02 16:09:30;Ninguna
2017/11/02 16:10:00;Ninguna
2017/11/02 16:10:30;Ninguna
""
""
""
2017-11-03-A-activity.csv
Inicio
2017/11/03 11:46:30;Ninguna
2017/11/03 11:47:00;Ninguna
2017/11/03 11:47:30;Ninguna
2017/11/03 11:48:00;Ninguna
2017/11/03 11:48:30;Ninguna
2017/11/03 11:49:00;Ninguna
2017/11/03 11:49:30;Ninguna
2017/11/03 11:50:00;Ninguna
2017/11/03 11:50:30;Ninguna
2017/11/03 11:51:00;Act24
2017/11/03 11:51:30;Act16
2017/11/03 11:52:00;Act16
2017/11/03 11:52:30;Ninguna
2017/11/03 11:53:00;Act02
2017/11/03 11:53:30;Act02
2017/11/03 11:54:00;Act02
2017/11/03 11:54:30;Act02
2017/11/03 11:55:00;Act02
2017/11/03 11:55:30;Act02
2017/11/03 11:56:00;Act05
2017/11/03 11:56:30;Act05
2017/11/03 11:57:00;Act05
2017/11/03 11:57:30;Act05
2017/11/03 11:58:00;Act05
2017/11/03 11:58:30;Act05
2017/11/03 11:59:00;Act05
2017/11/03 11:59:30;Act05
2017/11/03 12:00:00;Act05
2017/11/03 12:00:30;Ninguna
2017/11/03 12:01:00;Ninguna
2017/11/03 12:01:30;Ninguna
2017/11/03 12:02:00;Ninguna
2017/11/03 12:02:30;Ninguna
2017/11/03 12:03:00;Act17
2017/11/03 12:03:30;Act17
2017/11/03 12:04:00;Ninguna
2017/11/03 12:04:30;Ninguna
2017/11/03 12:05:00;Ninguna
2017/11/03 12:05:30;Ninguna
2017/11/03 12:06:00;Ninguna
2017/11/03 12:06:30;Ninguna
2017/11/03 12:07:00;Ninguna
2017/11/03 12:07:30;Ninguna
2017/11/03 12:08:00;Ninguna
2017/11/03 12:08:30;Ninguna
2017/11/03 12:09:00;Ninguna
2017/11/03 12:09:30;Ninguna
2017/11/03 12:10:00;Ninguna
2017/11/03 12:10:30;Ninguna
2017/11/03 12:11:00;Ninguna
2017/11/03 12:11:30;Ninguna
2017/11/03 12:12:00;Ninguna
2017/11/03 12:12:30;Ninguna
2017/11/03 12:13:00;Ninguna
2017/11/03 12:13:30;Ninguna
2017/11/03 12:14:00;Ninguna
2017/11/03 12:14:30;Ninguna
2017/11/03 12:15:00;Act22
2017/11/03 12:15:30;Act22
2017/11/03 12:16:00;Ninguna
2017/11/03 12:16:30;Ninguna
2017/11/03 12:17:00;Act13
2017/11/03 12:17:30;Ninguna
""
""
""
2017-11-03-B-activity.csv
Inicio
2017/11/03 13:09:30;Ninguna
2017/11/03 13:10:00;Ninguna
2017/11/03 13:10:30;Act10
2017/11/03 13:11:00;Act10
2017/11/03 13:11:30;Act03
2017/11/03 13:12:00;Act03
2017/11/03 13:12:30;Act03
2017/11/03 13:13:00;Act03
2017/11/03 13:13:30;Act03
2017/11/03 13:14:00;Act03
2017/11/03 13:14:30;Act03
2017/11/03 13:15:00;Act03
2017/11/03 13:15:30;Act03
2017/11/03 13:16:00;Act03
2017/11/03 13:16:30;Act03
2017/11/03 13:17:00;Act03
2017/11/03 13:17:30;Act03
2017/11/03 13:18:00;Act03
2017/11/03 13:18:30;Act03
2017/11/03 13:19:00;Act03
2017/11/03 13:19:30;Act03
2017/11/03 13:20:00;Act03
2017/11/03 13:20:30;Act03
2017/11/03 13:21:00;Act03
2017/11/03 13:21:30;Act03
2017/11/03 13:22:00;Act03
2017/11/03 13:22:30;Act03
2017/11/03 13:23:00;Act03
2017/11/03 13:23:30;Act03
2017/11/03 13:24:00;Act03
2017/11/03 13:24:30;Act03
2017/11/03 13:25:00;Act03
2017/11/03 13:25:30;Act03
2017/11/03 13:26:00;Act03
2017/11/03 13:26:30;Act03
2017/11/03 13:27:00;Act03
2017/11/03 13:27:30;Act03
2017/11/03 13:28:00;Act03
2017/11/03 13:28:30;Act06
2017/11/03 13:29:00;Ninguna
2017/11/03 13:29:30;Ninguna
2017/11/03 13:30:00;Ninguna
2017/11/03 13:30:30;Ninguna
2017/11/03 13:31:00;Ninguna
2017/11/03 13:31:30;Ninguna
2017/11/03 13:32:00;Ninguna
2017/11/03 13:32:30;Ninguna
2017/11/03 13:33:00;Ninguna
2017/11/03 13:33:30;Act14
2017/11/03 13:34:00;Ninguna
2017/11/03 13:34:30;Ninguna
2017/11/03 13:35:00;Act17
2017/11/03 13:35:30;Act17
2017/11/03 13:36:00;Ninguna
2017/11/03 13:36:30;Act12
2017/11/03 13:37:00;Act12
2017/11/03 13:37:30;Act12
2017/11/03 13:38:00;Act12
2017/11/03 13:38:30;Act12
2017/11/03 13:39:00;Act12
2017/11/03 13:39:30;Act12
2017/11/03 13:40:00;Act12
2017/11/03 13:40:30;Act12
2017/11/03 13:41:00;Act12
2017/11/03 13:41:30;Act12
2017/11/03 13:42:00;Act12
2017/11/03 13:42:30;Act12
2017/11/03 13:43:00;Act12
2017/11/03 13:43:30;Act12
2017/11/03 13:44:00;Act12
2017/11/03 13:44:30;Act12
2017/11/03 13:45:00;Act12
2017/11/03 13:45:30;Act12
2017/11/03 13:46:00;Act12
2017/11/03 13:46:30;Act12
2017/11/03 13:47:00;Act12
2017/11/03 13:47:30;Act12
2017/11/03 13:48:00;Act12
2017/11/03 13:48:30;Act12
2017/11/03 13:49:00;Act12
2017/11/03 13:49:30;Act12
2017/11/03 13:50:00;Act12
2017/11/03 13:50:30;Act12
2017/11/03 13:51:00;Act12
2017/11/03 13:51:30;Act12
2017/11/03 13:52:00;Act12
2017/11/03 13:52:30;Act12
2017/11/03 13:53:00;Act12
2017/11/03 13:53:30;Act12
2017/11/03 13:54:00;Act12
2017/11/03 13:54:30;Act13
2017/11/03 13:55:00;Ninguna
2017/11/03 13:55:30;Ninguna
""
""
""
2017-11-03-C-activity.csv
Inicio
2017/11/03 16:58:30;Ninguna
2017/11/03 16:59:00;Ninguna
2017/11/03 16:59:30;Act10
2017/11/03 17:00:00;Act10
2017/11/03 17:00:30;Ninguna
2017/11/03 17:01:00;Act04
2017/11/03 17:01:30;Act04
2017/11/03 17:02:00;Act04
2017/11/03 17:02:30;Act04
2017/11/03 17:03:00;Act04
2017/11/03 17:03:30;Ninguna
2017/11/03 17:04:00;Act07
2017/11/03 17:04:30;Act07
2017/11/03 17:05:00;Act07
2017/11/03 17:05:30;Act07
2017/11/03 17:06:00;Act07
2017/11/03 17:06:30;Act07
2017/11/03 17:07:00;Act07
2017/11/03 17:07:30;Act07
2017/11/03 17:08:00;Act07
2017/11/03 17:08:30;Act07
2017/11/03 17:09:00;Act07
2017/11/03 17:09:30;Act07
2017/11/03 17:10:00;Act07
2017/11/03 17:10:30;Act07
2017/11/03 17:11:00;Act07
2017/11/03 17:11:30;Act07
2017/11/03 17:12:00;Act07
2017/11/03 17:12:30;Act07
2017/11/03 17:13:00;Act07
2017/11/03 17:13:30;Act15
2017/11/03 17:14:00;Ninguna
2017/11/03 17:14:30;Ninguna
2017/11/03 17:15:00;Ninguna
2017/11/03 17:15:30;Act17
2017/11/03 17:16:00;Ninguna
2017/11/03 17:16:30;Ninguna
2017/11/03 17:17:00;Ninguna
2017/11/03 17:17:30;Ninguna
2017/11/03 17:18:00;Ninguna
2017/11/03 17:18:30;Ninguna
2017/11/03 17:19:00;Act14
2017/11/03 17:19:30;Ninguna
2017/11/03 17:20:00;Ninguna
2017/11/03 17:20:30;Ninguna
2017/11/03 17:21:00;Ninguna
2017/11/03 17:21:30;Ninguna
2017/11/03 17:22:00;Ninguna
2017/11/03 17:22:30;Ninguna
